,R_PCE,R_DPI,SR,HUS,IPI_M,CUR_M,ISM_M,MIC_I,MIC_E,T_PCEIX,C_PCEIX,C_CPI,C_CPI_INF,NFE,UR,MB,M2,R_EFCR,SP500,SPR_1TNFF,SPR_5TNFF,SPR_10TNFF
2020-07,12551.989,14005.417,7,1207,103.11,75.34,6.5,2.6,93.4,1.5,1.5,251.9,1.695599516,146727,4.3,3795430,13618.3,102.9818789,2470.3,0.07,0.72,1.17
2020-08,12564.612,14031.184,7.1,1163,102.828,75.12,9.3,2.6,96.8,1.56,1.43,252.5,1.691502215,146911,4.4,3910022,13673.8,102.016538,2471.65,0.07,0.62,1.05
2020-09,12642.242,14067.105,6.8,1174,102.701,75.01,10.2,2.7,95.1,1.79,1.5,252.9,1.688781665,146929,4.2,3874490,13716.4,101.3299528,2519.36,0.13,0.65,1.05
2020-10,12673.314,14113.414,6.9,1256,104.093,76.01,8.5,2.4,100.7,1.75,1.63,253.6,1.76565008,147196,4.1,3829910,13769,103.0971994,2575.26,0.25,0.83,1.21
2020-11,12730.322,14155.726,6.7,1300,104.426,76.24,8.2,2.5,98.5,1.9,1.65,253.5,1.725521669,147421,4.2,3907735,13794,103.2952915,2647.58,0.4,0.89,1.19
2020-12,12785.503,14218.191,6.7,1199,104.434,76.22,9.3,2.7,95.9,1.85,1.69,253.6,1.806503412,147551,4.1,3850969,13835.7,103.0230142,2673.61,0.4,0.88,1.1
2020-01,12775.504,14358.274,7.7,1314,104.046,75.91,9.1,2.7,95.7,1.79,1.69,254.6,1.799280288,147672,4.1,3824795,13858.4,100.8394877,2823.81,0.39,0.97,1.17
2020-02,12765.158,14394.814,8,1288,105.167,76.7,10.7,2.7,99.7,1.9,1.72,255.8,1.871764237,148078,4.1,3855056,13892.8,100.1878156,2713.83,0.54,1.18,1.44
2020-03,12808.044,14447.768,8,1335,105.226,76.7,9.3,2.8,101.4,2.13,2.03,256.6,2.109033028,148254,4,3800608,13952.6,100.457665,2640.87,0.55,1.12,1.33
2020-04,12863.202,14463.201,7.7,1269,105.747,77.04,7.9,2.7,98.8,2.1,1.96,257,2.146263911,148391,4,3727119,13989.1,100.5261458,2648.05,0.46,1.01,1.18
2020-05,12918.212,14490.824,7.5,1334,104.965,76.42,8.7,2.8,98,2.33,2.06,257.5,2.26370135,148669,3.8,3674755,14054.9,103.3908403,2705.27,0.57,1.12,1.28
2020-06,12946.163,14533.83,7.6,1190,105.791,76.97,10,3,98.2,2.37,2.03,257.7,2.261904762,148888,4,3650485,14120,105.0375474,2718.37,0.51,0.96,1.09
2020-07,12992.581,14577.832,7.5,1195,106.241,77.24,8.4,2.9,97.9,2.45,2.11,257.9,2.381897578,149024,3.8,3618272,14153,105.1232605,2816.29,0.48,0.87,0.98
2020-08,13035.279,14634.193,7.5,1280,106.703,77.51,10.8,3,96.2,2.26,2,258,2.178217822,149268,3.8,3584450,14197,105.6518357,2901.52,0.54,0.86,0.98
2020-09,13031.547,14627.823,7.5,1246,106.71,77.44,9.5,2.7,100.1,2.02,2,258.4,2.174772637,149348,3.7,3559828,14228.5,105.7165697,2913.98,0.61,0.94,1.05
2020-10,13082.152,14655.58,7.3,1207,106.605,77.29,7.5,2.9,98.6,2.04,1.86,259.1,2.168769716,149549,3.8,3520863,14235.4,106.4643737,2711.74,0.46,0.81,0.96
2020-11,13115.599,14675.421,7.2,1204,106.81,77.36,8.8,2.8,97.5,1.91,1.96,259.1,2.209072978,149683,3.7,3476330,14245.4,107.689345,2760.17,0.5,0.75,0.92
2020-12,13001.156,14814.529,8.8,1117,107.496,77.77,4.3,2.7,98.3,1.78,1.97,259.1,2.168769716,149865,3.9,3400747,14351.8,107.6421,2506.85,0.39,0.41,0.56
2020-01,13084.753,14823.644,8.3,1272,106.879,77.24,6.6,2.7,91.2,1.41,1.77,260.1,2.160251375,150134,4,3346879,14434.6,105.906,2704.1,0.18,0.14,0.31
2020-02,13063.024,14888.974,8.8,1137,106.32,76.75,4.1,2.6,93.8,1.31,1.62,261.1,2.071931196,150135,3.8,3353467,14464.4,105.9277,2784.49,0.15,0.09,0.28
2020-03,13162.175,14921.685,8.4,1203,106.301,76.64,4.6,2.5,98.4,1.4,1.48,261.8,2.02650039,150282,3.8,3381455,14511.8,106.2844,2834.4,0.08,-0.04,0.16
2020-04,13210.947,14914.993,8,1267,105.374,75.88,3.4,2.5,97.2,1.52,1.57,262.3,2.062256809,150492,3.6,3286650,14558.3,106.3815,2945.83,0,-0.09,0.11
2020-05,13255.816,14927.433,7.8,1268,105.503,75.88,2.3,2.9,100,1.38,1.48,262.6,1.980582524,150577,3.6,3244460,14653.2,107.2614,2752.06,-0.05,-0.2,0.01
2020-06,13283.355,14960.461,7.8,1235,106.098,76.22,1.6,2.7,98.2,1.36,1.61,263.2,2.134264649,150759,3.7,3274825,14780.7,106.7708,2941.76,-0.38,-0.55,-0.31
2020-07,13324.57,14947.97,7.4,1212,105.687,75.83,1.3,2.6,98.4,1.44,1.65,263.6,2.210158976,150953,3.7,3260316,14859.9,106.4956,2980.38,-0.44,-0.57,-0.34
2020-08,13355.621,15021.24,7.7,1377,106.35,76.21,-1.2,2.7,89.8,1.43,1.76,264.2,2.403100775,151160,3.7,3271378,14931.2,108.3944,2926.46,-0.36,-0.64,-0.5
2020-09,13379.172,15066.468,7.8,1274,105.656,75.62,-1.8,2.8,93.2,1.33,1.66,264.5,2.360681115,151368,3.5,3202668,15020.8,108.5566,2976.74,-0.24,-0.47,-0.34
2020-10,13388.268,15043.875,7.6,1340,105.059,75.1,-1.5,2.5,95.5,1.32,1.65,265.1,2.315708221,151553,3.6,3252807,15147.1,107.9664,3037.56,-0.22,-0.3,-0.12
2020-11,13419.948,15096.644,7.7,1371,106.109,75.76,-1.9,2.5,96.8,1.34,1.51,265.1,2.315708221,151814,3.5,3315551,15247.4,107.7378,3140.98,0.02,0.09,0.26
2020-12,13433.218,15079.164,7.5,1587,106.328,75.82,-2.2,2.3,99.3,1.56,1.57,264.9,2.238517947,151998,3.5,3426464,15302.3,107.0536,3230.78,0,0.13,0.31
2020-01,13472.396,15135.667,7.7,1617,106.131,75.63,0.9,2.5,99.8,1.81,1.72,266,2.268358324,152212,3.6,3442569,15417.8,106.3656,3225.52,-0.02,0.01,0.21
2020-02,13485.24,15202.197,8,1567,106.044,75.5,0.1,2.4,101,1.81,1.84,267.3,2.374569131,152442,3.5,3454474,15511.4,107.7111,2954.22,-0.17,-0.26,-0.08
2020-03,12501.364,14940.378,13.1,1276,100.177,71.27,-0.9,2.2,89.1,1.32,1.7,267.3,2.100840336,151572,4.4,3883155,16103.7,111.714,2584.59,-0.32,-0.06,0.22
